"","county","market_name","location","address_line_1","city","state","zip","contact","phone","market_link","operation_hours","operation_season","fmnp","latitude","longitude","location_points","neighborhood","days_between_markets","season_date_range"
"183","Kings","Kensington Youthmarket","Ft. Hamilton Pkwy, btwn E. 4th & E. 5th Sts.corner outside the library","Fort Hamilton Pkwy and East 5th St","Brooklyn","NY",11218,"Ryan Morningstar",5089442083,"","Saturday  9am-3pm","July 13 - November 23","Y",40.64915,-73.97662,"Fort Hamilton Pkwy and East 5th St
(40.64915, -73.97662)","Borough Park","7","July 13 - November 23"
"184","Kings","Malcolm X Blvd. Community Farmers' Market","Jackie Robinson Park,btwn Chauncy & Marion Sts.","Malcolm X Blvd and Marion St","Brooklyn","NY",11233,"Rev. Robert Jackson",7183633085,"http://www.brooklynrescuemission.org","Saturday  8am-3pm","July 13 - October 26","Y",40.67975,-73.92865,"Malcolm X Blvd and Marion St
(40.67975, -73.92865)","Central Brooklyn","7","July 13 - October 26"
"185","Kings","Myrtle Avenue Farmers' Market","Myrtle & North Portland Aves.,Brooklyn","177 Myrtle Ave","Brooklyn","NY",11201,"Kassy Nystrom",7182301689,"http://www.myrtleavenue.org","Wednesday  8am-3pm","July 3 - October 30","Y",40.69363,-73.98241,"177 Myrtle Ave
(40.69363, -73.98241)","Northwest Brooklyn","7","July 3 - October 30"
"186","Kings","Park Slope Farmers' Market","Fourth St., off Fifth Ave., near P.S. 51","Fourth Street and Fifth Avenue","Brooklyn","NY",11215,"Doug Ornstein",9149234837,"http://www.downtoearthmarkets.com","Sunday  10am-5pm","Year-round","Y",40.6722,-73.98379,"Fourth Street and Fifth Avenue
(40.6722, -73.98379)","Northwest Brooklyn","7","January 1 - December 31"
"187","Kings","Project EATS Brownsville Farmers' Market","Amboy Street Garden,corner of Amboy St. & Blake Ave.","Amboy St and Blake Ave","Brooklyn","NY",11212,"Michelle Hodges",2126121528,"http://www.projecteats.org","Tuesday  3pm-7pm","June 11 - November 26","Y",40.66507,-73.91348,"Amboy St and Blake Ave
(40.66507, -73.91348)","Central Brooklyn","7","June 11 - November 26"
"188","Kings","Sunset Park Greenmarket","4th Ave. btw 59th & 60th Sts.","4th Ave and 60th St","Brooklyn","NY",11220,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  8am - 3pm","June 29 - November 16","Y",40.64081,-74.01836,"4th Ave and 60th St
(40.64081, -74.01836)","Sunset Park","7","June 29 - November 16"
"189","Kings","Urban Oasis Farmers' Market","Market Pavilion,Clarkson & Troy Aves., Brooklyn","681 Clarkson Ave","Brooklyn","NY",11203,"Beatrix McLeod",7182217132,"","Wed  2pm-5:30pm","June 12 - November 13","Y",40.65621,-73.93741,"681 Clarkson Ave
(40.65621, -73.93741)","Flatbush","7","June 12 - November 13"
"190","Kings","Walt Shamel Farmers' Market","Walt Shamel Community Garden,1095 Dean St., BrooklynBetween Beford & Franklin Aves.","109 Dean Street","Brooklyn","NY",11217,"Desiree Ortiz",7186854816,"","Saturday  8am-3pm","June 29 - November 2","Y",40.68693,-73.98894,"109 Dean Street
(40.68693, -73.98894)","Northwest Brooklyn","7","June 29 - November 2"
"191","Kings","Weeksville Heritage Center Farmers' Market","158 Buffalo Ave.","158 Buffalo Ave","Brooklyn","NY",11213,"Yemi Amu",9173286842,"","Saturday  9am-2pm","July 6 - November 2","Y",40.67398,-73.92531,"158 Buffalo Ave
(40.67398, -73.92531)","Central Brooklyn","7","July 6 - November 2"
"192","Kings","Williamsburg Greenmarket","Havemeyer St.,btw Broadway & Division St.","Havemeyer St and Division Ave","Brooklyn","NY",11211,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Thursday  8am - 4pm","July 11 - November 21","Y",40.70741,-73.95993,"Havemeyer St and Division Ave
(40.70741, -73.95993)","Greenpoint","7","July 11 - November 21"
"193","Kings","Windsor Terrace PS 154 Greenmarket","11th Ave.btwn Sherman St. & Windsor Place","1625 11th Avenue","Brooklyn","NY",11215,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sunday  9am - 3pm","May 5 - December 22","Y",40.65699,-73.97597,"1625 11th Avenue
(40.65699, -73.97597)","Northwest Brooklyn","7","May 5 - December 22"
"251","New York","175th St. Greenmarket","175th St. Btw Wadsworth & Broadway","West 175th St and Broadway","New York","NY",10033,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Thursday  8am - 5pm","June 27 - November 21","Y",40.84622,-73.93847,"West 175th St and Broadway
(40.84622, -73.93847)","Inwood and Washington Heights","7","June 27 - November 21"
"252","New York","42nd St. Greenmarket","W. 42nd St. btwn 11th & 12th Aves.,Manhattan","42nd St and 11th Ave","Manhattan","NY",10036,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Wednesday  8am-6pm","July 10 - November 27","Y",40.76085,-73.99832,"42nd St and 11th Ave
(40.76085, -73.99832)","Chelsea and Clinton","7","July 10 - November 27"
"253","New York","57th St. Greenmarket","Ninth Ave., Balsley ParkBtw 56th & 57th Sts.","West 57th St and Ninth Ave","New York","NY",10019,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sat 4/20-12/21 8a-5pWed 5/1-12/18 8a-5p","April 20 - December 21","Y",40.76792,-73.98572,"West 57th St and Ninth Ave
(40.76792, -73.98572)","Chelsea and Clinton","7_4|3","April 20 - December 21"
"254","New York","79th St. Greenmarket","Columbus Ave., W. 78th & 81st Sts.","West 79th St and Columbus Ave","New York","NY",10024,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sunday  8am - 5pm","Year-round","Y",40.78195,-73.97548,"West 79th St and Columbus Ave
(40.78195, -73.97548)","Upper West Side","7","January 1 - December 31"
"255","New York","82 St./St. Stephens Greenmarket","82nd St., btw First & York Aves.","East 82nd St and First Ave","New York","NY",10028,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  9am - 2:30pm","Year-round","Y",40.7743,-73.95126,"East 82nd St and First Ave
(40.7743, -73.95126)","Upper East Side","7","January 1 - December 31"
"256","New York","92 St. Greenmarket","First Ave.,btw 92nd & 93rd Sts.","East 92nd St and First Ave","New York","NY",10128,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sunday  9am - 4pm","June 23 - November 24","Y",40.78071,-73.94658,"East 92nd St and First Ave
(40.78071, -73.94658)","Upper East Side","7","June 23 - November 24"
"257","New York","97th Street Greenmarket","97th St.,btw Amsterdam & Columbus Aves.","West 97th St and Columbus Ave","New York","NY",10025,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Friday  8am - 2pm","Year-round","Y",40.79356,-73.96701,"West 97th St and Columbus Ave
(40.79356, -73.96701)","Upper West Side","7","January 1 - December 31"
"258","New York","Abingdon Square Greenmarket","West 12th St and 8th Ave","Hudson St and 8th Ave","New York","NY",10014,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  8am - 2pm","Year-round","Y",40.73691,-74.00557,"Hudson St and 8th Ave
(40.73691, -74.00557)","Greenwich Village and Soho","7","January 1 - December 31"
"259","New York","Bowling Green Greenmarket","Broadway, at Battery Place","Broadway and Bowling Green","New York","NY",10004,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Tue/Thu  8am - 5pm","Year-round","Y",40.70463,-74.01415,"Broadway and Bowling Green
(40.70463, -74.01415)","Lower Manhattan","2|5","January 1 - December 31"
"260","New York","Broadway French Farmers' Market","Broadway,btwn 35th & 36th Sts., Manhattan","Broadway and 35th Street","Manhattan","NY",10018,"Johanna Safar",9143181067,"","Tue 11:30am-6:30pmFri 11:30am-6:30pm","May 3 - November 26","Y",40.75069,-73.98783,"Broadway and 35th Street
(40.75069, -73.98783)","Chelsea and Clinton","3|4","May 3 - November 26"
"261","New York","City Hall Park Greenmarket","Broadway, at Chambers St.","Broadway and Chambers St","New York","NY",10007,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Tue/Fri  8am - 4pm","March 12 - December 24","Y",40.71416,-74.00632,"Broadway and Chambers St
(40.71416, -74.00632)","Lower Manhattan","3|4","March 12 - December 24"
"262","New York","Columbia Greenmarket","Broadway, btw 114th & 116th Sts.","Broadway and West 115th St","New York","NY",10027,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Thu/Sun  8am - 5pm","Year-round","Y",40.80738,-73.96447,"Broadway and West 115th St
(40.80738, -73.96447)","Central Harlem","3|4","January 1 - December 31"
"263","New York","Dag Hammarskjold Plaza Greenmarket","47th St.,btw 2nd & First Aves.","East 47th St and Second Ave","New York","NY",10017,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Wednesday  8am-4pm","Year-round","Y",40.75298,-73.96989,"East 47th St and Second Ave
(40.75298, -73.96989)","Gramercy Park and Murray Hill","7","January 1 - December 31"
"264","New York","Fort Washington Greenmarket","Fort Washington Ave. & 168th St.","Fort Washington Ave and West 168th St","New York","NY",10032,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Tuesday  8am - 4pm","June 4 - November 26","Y",40.84217,-73.94227,"Fort Washington Ave and West 168th St
(40.84217, -73.94227)","Inwood and Washington Heights","7","June 4 - November 26"
"265","New York","Grass Roots Farmers' Market","Jackie Robinson Park, 145th St. & Edgecombe","West 145th St and Edgecombe Ave","New York","NY",10030,"Fred Williams",9175158046,"","Sat/Tue  9am-4pm","July 13 - November 26","Y",40.82363,-73.94383,"West 145th St and Edgecombe Ave
(40.82363, -73.94383)","Central Harlem","3|4","July 13 - November 26"
"266","New York","Hamilton Heights Green Farmers Market","Amsterdam Ave. btwn W. 143rd &  W. 144th Sts.,Manhattan","143rd Street and Amsterdam Ave","Manhattan","NY",10031,"Khary Lazarre-White",2122837044,"http://www.brotherhood-sistersol.org","Wednesday  11:30am-4:30pm","June 19 - November 27","Y",40.82395,-73.94853,"143rd Street and Amsterdam Ave
(40.82395, -73.94853)","Inwood and Washington Heights","7","June 19 - November 27"
"267","New York","Harlem State Office Building Farmers' Market","163 W 125 St,Adam Clayton Powell Jr. State Office Bldg","163 West 125 Street","New York","NY",10027,"Tupacamaru Tiwoni",6463517611,"http://www.125thstreetfarmersmarket.com","Tuesday  10am-5pm   Friday 3pm - 8pm","June 11 - November 29","Y",40.80849,-73.94715,"163 West 125 Street
(40.80849, -73.94715)","Central Harlem","7","June 11 - November 29"
"268","New York","Harvest Home East Harlem Farmers' Market","E. 104th St. and Third Ave.","East 104th St and Third Ave","New York","NY",10029,"Maritza Owens",2128283361,"http://www.harvesthomefm.org","Thursday  8am-4pm","July 11 - November 14","Y",40.79024,-73.94564,"East 104th St and Third Ave
(40.79024, -73.94564)","East Harlem","7","July 11 - November 14"
"269","New York","Harvest Home Harlem Hospital Farmers' Market","W. 137th St. & Lennox Ave. (Malcolm X. Blvd.)Manhattan","137th Street and Lennox Avenue","New York","NY",10037,"Maritza Owens",2128283361,"http://www.harvesthomefm.org","Friday  8am-5:30pm","July 5 - November 15","Y",40.81539,-73.93985,"137th Street and Lennox Avenue
(40.81539, -73.93985)","Central Harlem","7","July 5 - November 15"
"270","New York","Harvest Home Metropolitan Farmers' Market","99th St. on 3rd Ave.","East 99th St and Third Ave","New York","NY",10029,"Maritza Owens",2128283361,"http://www.harvesthomefm.org","Friday  8am-4pm","July 5 - November 15","Y",40.78713,-73.94792,"East 99th St and Third Ave
(40.78713, -73.94792)","East Harlem","7","July 5 - November 15"
"271","New York","Harvest Home Mt. Morris Park Farmers' Market","Marcus Garvey Park, Lenox Ave between W. 117th and W. 118th Street","East 124th St and Fifth Ave","New York","NY",10027,"Maritza Owens",2128283361,"http://www.harvesthomefm.org","Saturday  8am-4pm","June 15 - November 16","Y",40.80575,-73.94275,"East 124th St and Fifth Ave
(40.80575, -73.94275)","Central Harlem","7","June 15 - November 16"
"272","New York","Harvest Home West Harlem Farmers' Market","137th St. and Broadway","137th St and Broadway","New York","NY",10031,"Maritza Owens",2128283361,"http://www.harvesthomefm.org","Tuesday  8am-4pm","July 9 - November 19","Y",40.82136,-73.95404,"137th St and Broadway
(40.82136, -73.95404)","Inwood and Washington Heights","7","July 9 - November 19"
"273","New York","Herban Farmers' Market - Mt. Morris Park","Marcus Garvey Park,Mt. Morris Park btwn 122nd & 123rd Sts.btwn 122nd & 123rd Sts., Harlem","18 Mt Morris Park W","New York","NY",10027,"Tupacamaru Tiwoni",6463517611,"http://www.125thstreetfarmersmarket.com","Saturday  8am-3pm","June 22 - December 28","Y",40.80502,-73.9449,"18 Mt Morris Park W
(40.80502, -73.9449)","Central Harlem","7","June 22 - December 28"
"274","New York","Inwood Park Greenmarket","Isham St., btw Seaman & Cooper Sts.","Isham St and Seaman St","New York","NY",10034,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  8am - 3pm","Year-round","Y",40.86988,-73.9209,"Isham St and Seaman St
(40.86988, -73.9209)","Inwood and Washington Heights","7","January 1 - December 31"
"275","New York","Lower East Side Youthmarket","Grand Ave., along Abrons Arts Ctrbtwn Pitt St. & Abraham Place","Grand St and Pitt St","New York","NY",10002,"Ryan Morningstar",5089442083,"","Thursday  3pm - 7pm","July 11 - November 21","Y",40.71523,-73.9843,"Grand St and Pitt St
(40.71523, -73.9843)","Lower East Side","7","July 11 - November 21"
"276","New York","Morningside Park Farmers' Market","W. 110th St. and Manhattan Ave.","West 110th St and Manhattan Ave","New York","NY",10025,"Doug Ornstein",9149234837,"http://www.downtoearthmarkets.com","Saturday  9am-5pm","May 25 - December 7","Y",40.80116,-73.95965,"West 110th St and Manhattan Ave
(40.80116, -73.95965)","Upper West Side","7","May 25 - December 7"
"277","New York","Mount Sinai Hospital Greenmarket","99th St., east of Madison Ave.Btw Madison & Park Aves.","East 99th St and Madison Ave","New York","NY",10029,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Wednesday  8am-5pm","June 26 - November 27","Y",40.78918,-73.95276,"East 99th St and Madison Ave
(40.78918, -73.95276)","East Harlem","7","June 26 - November 27"
"278","New York","PATH Greenmarket","West Broadway,btwn Barclay & Park Place","Broadway and Park Pl","New York","NY",10007,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Tuesday  8am - 6pm","Year-round","Y",40.7126,-74.00764,"Broadway and Park Pl
(40.7126, -74.00764)","Lower Manhattan","7","January 1 - December 31"
"279","New York","Port Authority Bus Terminal Greenmarket","Inside North Bus Terminal,8th Ave. & W. 42nd St.","8th Ave and West 42nd St","New York","NY",10036,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Thursday  8am - 5pm","Year-round","Y",40.75723,-73.98979,"8th Ave and West 42nd St
(40.75723, -73.98979)","Chelsea and Clinton","7","January 1 - December 31"
"280","New York","Project EATS Frederick Douglas Houses Farmers' Market","Frederick Douglass Houses,830 Amsterdam Ave., W. 101 St. at Tennis Ct.Manhattan","830 Amsterdam Ave","New York","NY",10025,"Michelle Hodges",2126121528,"http://www.projecteats.org","Saturday  8am-12 Noon","June 8 - November 23","Y",40.79703,-73.96822,"830 Amsterdam Ave
(40.79703, -73.96822)","Upper West Side","7","June 8 - November 23"
"281","New York","Rockefeller Center Greenmarket","Rockefeller Plaza, at 50th","Rockefeller Plaza and West 50th St","New York","NY",10112,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Wed/Thu/Fri  8am-5pm","July 24 - August 30","Y",40.75907,-73.97846,"Rockefeller Plaza and West 50th St
(40.75907, -73.97846)","10112","1|1|5","July 24 - August 30"
"282","New York","Saint Mark's Church Greenmarket","E. 10th St., at 2nd Ave.,in Abe Lebewohl Park","East 10th St and Second Ave","New York","NY",10003,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Tuesday  8am - 7pm","June 4 - November 26","Y",40.72977,-73.98681,"East 10th St and Second Ave
(40.72977, -73.98681)","Lower East Side","7","June 4 - November 26"
"283","New York","SoHA Square Farmers' Market","NW Corner, W. 117th St. & Frederick Douglass Blvd., Manhattan","W 117th and Frederick Douglass Blvd","Manhattan","NY",10026,"Tiffany Simone",6312137642,"http://www.facebook.com/sohasquare","Thursday  11am-7pm","June 6 - December 19","Y",40.80511,-73.95487,"W 117th and Frederick Douglass Blvd
(40.80511, -73.95487)","Central Harlem","7","June 6 - December 19"
"284","New York","Staten Island Ferry Whitehall Greenmarket","4 South St., inside Ferry Terminal Bldg.","4 South St","New York","NY",10005,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Tue/Fri  8am - 7pm","Year-round","Y",40.70155,-74.01213,"4 South St
(40.70155, -74.01213)","Lower Manhattan","3|4","January 1 - December 31"
"285","New York","Stuyvesant Town Greenmarket","Southend Stuyvesant Town Oval,near 14th St. loop, 1st Ave. & Ave. A","1 Stuyvesant Oval","New York","NY",10009,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sunday  9:30am-4pm","April 21 - December 22","Y",40.73075,-73.978,"1 Stuyvesant Oval
(40.73075, -73.978)","Lower East Side","7","April 21 - December 22"
"286","New York","Tompkins Square Greenmarket","Tompkins Square ParkAve. A & E. 7th St.","Avenue A and East 7th St","New York","NY",10009,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sunday  9am - 6pm","Year-round","Y",40.72606,-73.98354,"Avenue A and East 7th St
(40.72606, -73.98354)","Lower East Side","7","January 1 - December 31"
"287","New York","Tribeca Greenmarket","Greenwich St.,btwn Chambers & Duane Sts.","Greenwich St and Chambers St","New York","NY",10007,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Wed/Sat  8am-3pm","Year-round","Y",40.71629,-74.01095,"Greenwich St and Chambers St
(40.71629, -74.01095)","Lower Manhattan","3|4","January 1 - December 31"
"288","New York","Tucker Square Greenmarket","Columbus Ave., at 66th Street","Columbus and West 66th St","New York","NY",10023,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Thu/Sat  8am - 5pm","Year-round","Y",40.77361,-73.98158,"Columbus and West 66th St
(40.77361, -73.98158)","Upper West Side","2|5","January 1 - December 31"
"289","New York","Union Square Greenmarket","Broadway & 17th St. to 14th St.W and N sides of Union Square Park","Broadway and West 17th St","New York","NY",10003,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","M/W/F/Sat  8am - 6pm","Year-round","Y",40.73712,-73.99029,"Broadway and West 17th St
(40.73712, -73.99029)","Lower East Side","2|2|1|2","January 1 - December 31"
"346","Queens","Astoria Greenmarket","14th St., btw 31st Ave. & 31st Rd.","14th St and 31st Ave","Astoria","NY",11106,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Wednesday  8am-3pm","July 10 - November 20","Y",40.76825,-73.93203,"14th St and 31st Ave
(40.76825, -73.93203)","Northwest Queens","7","July 10 - November 20"
"347","Queens","Corona Greenmarket","Roosevelt Ave. at 103rd St.","Roosevelt Ave and 103rd St","Corona","NY",11368,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Friday  8am - 3pm","July 5 - November 22","Y",40.7499,-73.86268,"Roosevelt Ave and 103rd St
(40.7499, -73.86268)","West Queens","7","July 5 - November 22"
"348","Queens","Elmhurst Hospital Greenmarket","41st Ave.,btw 80th & 81st Sts.","41st Ave and 80th St","Elmhurst","NY",11373,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Tuesday  8am - 4pm","June 4 - November 26","Y",40.74579,-73.88549,"41st Ave and 80th St
(40.74579, -73.88549)","West Queens","7","June 4 - November 26"
"349","Queens","Forest Hills Greenmarket","South side of Queens Blvd at 70th Ave., Queens","Queens Blvd and 70th Ave","Queens","NY",11375,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sunday  8am-3pm","April 7 - December 29","Y",40.72188,-73.84639,"Queens Blvd and 70th Ave
(40.72188, -73.84639)","West Central Queens","7","April 7 - December 29"
"350","Queens","Harvest Home Roy Wilkins Park","177th and Baisley Blvd (entrance)Roy Wilkins Park","Merrick and Baisley Blvd","Queens","NY",11434,"Maritza Owens",2128283361,"http://www.harvesthomefm.org","Saturday  8am-4pm","July 6 - November 16","Y",40.68381,-73.76973,"Merrick and Baisley Blvd
(40.68381, -73.76973)","Jamaica","7","July 6 - November 16"
"351","Queens","Jackson Heights Greenmarket","Travers Park, btw 77th & 78th Sts.34th Ave., at 78th St.","34th Ave and 77th St","Jackson Heights","NY",11372,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Sunday  8am - 3pm","Year-round","Y",40.7532,-73.88968,"34th Ave and 77th St
(40.7532, -73.88968)","West Queens","7","January 1 - December 31"
"352","Queens","Jamaica Farmers' Market","160th St. off Jamaica Ave.","160th St and Jamaica Ave","Jamaica","NY",11432,"Doug Ornstein",9149234837,"http://www.downtoearthmarkets.com","Fri/Sat  8:30am-4pm","June 21 - November 23","Y",40.70374,-73.79915,"160th St and Jamaica Ave
(40.70374, -73.79915)","Jamaica","1|6","June 21 - November 23"
"353","Queens","Joseph Addabbo FHC Farmers' Market","Joseph Addabbo FHC 6200 Beach Channel Dr, Parking Lot, Arverne","6200 Beach Channel Dr","Arverne","NY",11692,"Carline Desire",7189457150,"http://www.addabbo.org","Saturday  8am-2pm","July 6 - November 30","Y",40.5932,-73.79174,"6200 Beach Channel Dr
(40.5932, -73.79174)","Rockaways","7","July 6 - November 30"
"354","Queens","Long Island City Youthmarket","Vernon Blvd. btwn 47th & 48th Aves.","Vernon Blvd and 48th Ave","Long Island City","NY",11101,"Ryan Morningstar",5089442083,"","Saturday  9am-4pm","July 13 - October 23","Y",40.74401,-73.9537,"Vernon Blvd and 48th Ave
(40.74401, -73.9537)","Northwest Queens","7","July 13 - October 23"
"355","Queens","Pomonok Farmers' Market","QCH Pomonok Center, 67-09 Kissena Blvd., Flushing","67-09 Kissena Blvd","Flushing","NY",11365,"Amy Tam-Liao",7185916060,"http://www.qchnyc.org","Friday  10am-5pm","July 12 - November 29","Y",40.73529,-73.81463,"67-09 Kissena Blvd
(40.73529, -73.81463)","Central Queens","7","July 12 - November 29"
"356","Queens","Queens Botanical Garden Farmers' Market","Sidewalk off Garden, Dahlia Ave.,off Main St., Flushing","Main St and Dahlia Ave","Flushing","NY",11355,"Doug Ornstein",9149234837,"http://www.downtoearthmarkets.com","Friday  8:30am-4pm","June 21 - November 22","Y",40.75187,-73.82639,"Main St and Dahlia Ave
(40.75187, -73.82639)","North Queens","7","June 21 - November 22"
"357","Queens","Queens Hospital Center Farmers' Market","82-68 164th St., in front of Ambulatory Care Pavilion","82-68 164th St","Jamaica","NY",11432,"Marcy Stein-Albert, MD",7188834500,"","Thursday  7:30am-4pm","Year-round","Y",40.71755,-73.80357,"82-68 164th St
(40.71755, -73.80357)","Jamaica","7","January 1 - December 31"
"358","Queens","Ridgewood Youthmarket","Cypress, btwn Myrtle & Putnam Aves.,Veteran's Triangle (Parks)","Myrtle Ave and Cypress Ave","Ridgewood","NY",11385,"Ryan Morningstar",5089442083,"","Saturday  10am-3pm","July 13 - November 23","Y",40.70011,-73.90619,"Myrtle Ave and Cypress Ave
(40.70011, -73.90619)","West Central Queens","7","July 13 - November 23"
"359","Queens","Socrates Sculpture Park Greenmarket","Vernon Blvd. & Broadway","Vernon Blvd and Broadway","Astoria","NY",11106,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  8am - 4pm","June 1 - November 23","Y",40.76769,-73.93618,"Vernon Blvd and Broadway
(40.76769, -73.93618)","Northwest Queens","7","June 1 - November 23"
"360","Queens","Sunnyside Greenmarket","Skillman Ave.,btw 42nd & 43rd Sts.","Skillman Ave and 42nd St","Sunnyside","NY",11104,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  8am - 3pm","June 1 - December 21","Y",40.74699,-73.92173,"Skillman Ave and 42nd St
(40.74699, -73.92173)","Northwest Queens","7","June 1 - December 21"
"364","Richmond","Saint George Greenmarket","Theater Parking Lot,St. Mark's, at Hyatt Sts.","St Marks Pl and Hyatt St","Staten Island","NY",10301,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  8am - 2pm","May 4 - November 23","Y",40.64159,-74.07791,"St Marks Pl and Hyatt St
(40.64159, -74.07791)","Stapleton and St. George","7","May 4 - November 23"
"365","Richmond","Staten Island Mall Greenmarket","Richmond Ave. entrance,inside parking lot","2655 Richmond Ave","Staten Island","NY",10314,"Chelsea Whittaker",2127887476,"http://www.grownyc.org","Saturday  8am - 3pm","June 15 - November 23","Y",40.58091,-74.16911,"2655 Richmond Ave
(40.58091, -74.16911)","Mid-Island","7","June 15 - November 23"
